language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,nemesis,,,nemesis,classical_or_scriptural_allusion,Greek myth and tragedy,Classical tradition,,"A rival, punishment, or agent of downfall.",mnemosyne.en.explanation.classical_allusions.nemesis,mnemosyne.en.work.greek_myth_and_tragedy,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Nero fiddled while Rome burned,,fiddling while Rome burns,Nero fiddled while Rome burned,classical_or_scriptural_allusion,Roman imperial legend,Classical tradition,,A leader ignores disaster with trivial distractions.,mnemosyne.en.explanation.classical_allusions.nero_fiddled_while_rome_burned,mnemosyne.en.work.roman_imperial_legend,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.
en,Odysseus,,,Odysseus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A wily traveller or strategist.,mnemosyne.en.explanation.classical_allusions.odysseus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,odyssey,,,odyssey,classical_or_scriptural_allusion,Odyssey,Homer,,A long adventurous journey.,mnemosyne.en.explanation.classical_allusions.odyssey,mnemosyne.en.work.odyssey,mnemosyne.en.author.homer,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Oedipus complex,,,Oedipus complex,classical_or_scriptural_allusion,Oedipus myth,Sophocles and later tradition,,A psychoanalytic term based on the Oedipus myth.,mnemosyne.en.explanation.classical_allusions.oedipus_complex,mnemosyne.en.work.oedipus_myth,mnemosyne.en.author.sophocles_and_later_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,Orestes,,,Orestes,classical_or_scriptural_allusion,Oresteia,Aeschylus,,A figure associated with vengeance and guilt.,mnemosyne.en.explanation.classical_allusions.orestes,mnemosyne.en.work.oresteia,mnemosyne.en.author.aeschylus,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.78.
en,Orpheus,,,Orpheus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A musician or poet with enchanting power.,mnemosyne.en.explanation.classical_allusions.orpheus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Orphic,,,Orphic,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,"Mystical, poetic, or obscure.",mnemosyne.en.explanation.classical_allusions.orphic,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Pandora’s box,,open Pandora’s box,Pandora’s box,classical_or_scriptural_allusion,Works and Days,Hesiod,,A source of many unforeseen troubles once opened.,mnemosyne.en.explanation.classical_allusions.pandora_s_box,mnemosyne.en.work.works_and_days,mnemosyne.en.author.hesiod,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Pandora’s jar,,,Pandora’s jar,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A source of unleashed troubles.,mnemosyne.en.explanation.classical_allusions.pandora_s_jar,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Paris judgement,,,Paris judgement,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A choice that triggers rivalry or disaster.,mnemosyne.en.explanation.classical_allusions.paris_judgement,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Penelope,,,Penelope,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A faithful spouse or patient waiter.,mnemosyne.en.explanation.classical_allusions.penelope,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Phaeton,,,Phaeton,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A reckless driver or overreacher.,mnemosyne.en.explanation.classical_allusions.phaeton,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Phoenix,,,Phoenix,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A person or thing reborn from destruction.,mnemosyne.en.explanation.classical_allusions.phoenix,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Promethean,,,Promethean,classical_or_scriptural_allusion,Prometheus myth,Classical tradition,,"Boldly creative, rebellious, or life-giving.",mnemosyne.en.explanation.classical_allusions.promethean,mnemosyne.en.work.prometheus_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Prometheus,,,Prometheus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A rebel benefactor who brings dangerous knowledge.,mnemosyne.en.explanation.classical_allusions.prometheus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Prometheus unbound,,,Prometheus unbound,classical_or_scriptural_allusion,Prometheus myth,Aeschylus and later tradition,,Liberation of rebellious creative power.,mnemosyne.en.explanation.classical_allusions.prometheus_unbound,mnemosyne.en.work.prometheus_myth,mnemosyne.en.author.aeschylus_and_later_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,Pyrrhic victory,,a Pyrrhic victory,Pyrrhic victory,classical_or_scriptural_allusion,Life of Pyrrhus,Plutarch and classical history,,A victory so costly it is almost a defeat.,mnemosyne.en.explanation.classical_allusions.pyrrhic_victory,mnemosyne.en.work.life_of_pyrrhus,mnemosyne.en.author.plutarch_and_classical_history,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Saturnine,,,Saturnine,classical_or_scriptural_allusion,Saturn myth,Roman tradition,,"Gloomy, slow, or severe.",mnemosyne.en.explanation.classical_allusions.saturnine,mnemosyne.en.work.saturn_myth,mnemosyne.en.author.roman_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,siren song,,siren call,siren song,classical_or_scriptural_allusion,Odyssey,Homer,Book 12,A seductive appeal that leads to danger.,mnemosyne.en.explanation.classical_allusions.siren_song,mnemosyne.en.work.odyssey,mnemosyne.en.author.homer,B2,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Sisyphus task,,Sisyphean task|Sisyphean labour,Sisyphus task,classical_or_scriptural_allusion,Sisyphus myth,Classical tradition,,"An endless, futile task.",mnemosyne.en.explanation.classical_allusions.sisyphus_task,mnemosyne.en.work.sisyphus_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Stygian,,,Stygian,classical_or_scriptural_allusion,River Styx myth,Classical tradition,,"Dark, gloomy, or infernal.",mnemosyne.en.explanation.classical_allusions.stygian,mnemosyne.en.work.river_styx_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,Styx,,,Styx,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A boundary associated with death or solemn oaths.,mnemosyne.en.explanation.classical_allusions.styx,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,sword of Damocles,,,sword of Damocles,classical_or_scriptural_allusion,Tusculan Disputations,Cicero,,A constant threat hanging over someone.,mnemosyne.en.explanation.classical_allusions.sword_of_damocles,mnemosyne.en.work.tusculan_disputations,mnemosyne.en.author.cicero,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,tantalising,,tantalizing,tantalising,classical_or_scriptural_allusion,Tantalus myth,Classical tradition,,Tempting but kept just out of reach.,mnemosyne.en.explanation.classical_allusions.tantalising,mnemosyne.en.work.tantalus_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Tantalus,,,Tantalus,classical_or_scriptural_allusion,Tantalus myth,Classical tradition,,A symbol of desire eternally frustrated.,mnemosyne.en.explanation.classical_allusions.tantalus,mnemosyne.en.work.tantalus_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Tartarus,,,Tartarus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A deep hellish prison.,mnemosyne.en.explanation.classical_allusions.tartarus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
